Country Name,TimePeriod,Indicator,Subgroup,DataValue
India,2015-16,3.1.3: Percentage of births attended by skilled health personnel (period 1 years),Total,84.4
India,2015-16,"3.1.4: Percentage of women aged 15-49 years with a live birth, for last birth, who received antenatal care, four times or more(period for 5 years / 1 year)",Total,51.2
India,2015,3.2.1: Under-five Mortality Rate,Total Person,43
India,2016,3.2.1: Under-five Mortality Rate,Total Person,39
India,2017,3.2.1: Under-five Mortality Rate,Total Person,37
India,2018,3.2.1: Under-five Mortality Rate,Total Person,36
India,2015,3.2.2: Neonatal Mortality Rate,Total,25
India,2016,3.2.2: Neonatal Mortality Rate,Total,24
India,2017,3.2.2: Neonatal Mortality Rate,Total,23
India,2018,3.2.2: Neonatal Mortality Rate,Total,23
India,2015-16,"3.3.1: Number of new HIV infections per 1,000 uninfected population",Total,0.07
India,2016-17,"3.3.1: Number of new HIV infections per 1,000 uninfected population",Total,0.07
India,2017-18,"3.3.1: Number of new HIV infections per 1,000 uninfected population",Total,0.06
India,2018-19,"3.3.1: Number of new HIV infections per 1,000 uninfected population",Total,0.06
India,2019-20,"3.3.1: Number of new HIV infections per 1,000 uninfected population",Total,0.05
India,2015,"3.3.2: Tuberculosis incidence per 1,00,000 population",Total,217
India,2016,"3.3.2: Tuberculosis incidence per 1,00,000 population",Total,211
India,2017,"3.3.2: Tuberculosis incidence per 1,00,000 population",Total,204
India,2018,"3.3.2: Tuberculosis incidence per 1,00,000 population",Total,199
India,2019,"3.3.2: Tuberculosis incidence per 1,00,000 population",Total,193
India,2015,"3.3.3: Malaria incidence per 1,000 population",Total,0.92
India,2016,"3.3.3: Malaria incidence per 1,000 population",Total,0.85
India,2017,"3.3.3: Malaria incidence per 1,000 population",Total,0.64
India,2018,"3.3.3: Malaria incidence per 1,000 population",Total,0.32
India,2019,"3.3.3: Malaria incidence per 1,000 population",Total,0.25
India,2020,"3.3.3: Malaria incidence per 1,000 population",Total,0.13
India,2015,3.3.5: Dengue: Case Fatality Ratio (CFR),Total,0.22
India,2016,3.3.5: Dengue: Case Fatality Ratio (CFR),Total,0.19
India,2017,3.3.5: Dengue: Case Fatality Ratio (CFR),Total,0.17
India,2018,3.3.5: Dengue: Case Fatality Ratio (CFR),Total,0.17
India,2019,3.3.5: Dengue: Case Fatality Ratio (CFR),Total,0.11
India,2020,3.3.5: Dengue: Case Fatality Ratio (CFR),Total,0.06
India,2015-16,"3.3.6: The proportion of grade-2 cases amongst new cases of Leprosy, (in Rate per million population)",Total,4.46
India,2019-20,"3.3.6: The proportion of grade-2 cases amongst new cases of Leprosy, (in Rate per million population)",Total,1.96
India,2015,"3.3.7: Percentage of blocks reporting < 1 Kala Azar case per 10,000 population out of the total endemic blocks",Total,78.34
India,2016,"3.3.7: Percentage of blocks reporting < 1 Kala Azar case per 10,000 population out of the total endemic blocks",Total,85.15
India,2017,"3.3.7: Percentage of blocks reporting < 1 Kala Azar case per 10,000 population out of the total endemic blocks",Total,88.63
India,2018,"3.3.7: Percentage of blocks reporting < 1 Kala Azar case per 10,000 population out of the total endemic blocks",Total,91.63
India,2019,"3.3.7: Percentage of blocks reporting < 1 Kala Azar case per 10,000 population out of the total endemic blocks",Total,94.15
India,2020,"3.3.7: Percentage of blocks reporting < 1 Kala Azar case per 10,000 population out of the total endemic blocks",Total,97.47
India,2015,3.3.8: Percentage of districts reporting < 1% Microfilaria rate (MF) out of Targeted Endemic districts,Total,22.66
India,2016,3.3.8: Percentage of districts reporting < 1% Microfilaria rate (MF) out of Targeted Endemic districts,Total,30.47
India,2017,3.3.8: Percentage of districts reporting < 1% Microfilaria rate (MF) out of Targeted Endemic districts,Total,34.77
India,2018,3.3.8: Percentage of districts reporting < 1% Microfilaria rate (MF) out of Targeted Endemic districts,Total,37.11
India,2019,3.3.8: Percentage of districts reporting < 1% Microfilaria rate (MF) out of Targeted Endemic districts,Total,38.13
India,2020,3.3.8: Percentage of districts reporting < 1% Microfilaria rate (MF) out of Targeted Endemic districts,Total,36.03
India,2015,"3.4.2. Suicide mortality rate (per 1,00,000 population)",Total,10.6
India,2016,"3.4.2. Suicide mortality rate (per 1,00,000 population)",Total,10.3
India,2017,"3.4.2. Suicide mortality rate (per 1,00,000 population)",Total,10.1
India,2018,"3.4.2. Suicide mortality rate (per 1,00,000 population)",Total,10.2
India,2019,"3.4.2. Suicide mortality rate (per 1,00,000 population)",Total,10.4
India,2015-16,3.5.1: Percentage of population (men (15-49 years) and women (15 - 49 years)) who drink alcohol about once a week out of total population (men (15-49 years) and women (15 - 49 years)) who drink alcohol,Women(15-49 yrs),35
India,2015-16,3.5.1: Percentage of population (men (15-49 years) and women (15 - 49 years)) who drink alcohol about once a week out of total population (men (15-49 years) and women (15 - 49 years)) who drink alcohol,Men(15 �49 yrs),40.7
India,2015-16,3.5.2: Number of persons treated in de-addiction centers,Total,146124
India,2016-17,3.5.2: Number of persons treated in de-addiction centers,Total,114759
India,2017-18,3.5.2: Number of persons treated in de-addiction centers,Total,100737
India,2018-19,3.5.2: Number of persons treated in de-addiction centers,Total,77479
India,2019-20,3.5.2: Number of persons treated in de-addiction centers,Total,93364
India,2020-21,3.5.2: Number of persons treated in de-addiction centers,Total,179877
India,2015-16,3.5.3: Percentage of population (men (15-54 years) and women (15-49 years)) who consume alcohol,Women(15-49 yrs),1.2
India,2015-16,3.5.3: Percentage of population (men (15-54 years) and women (15-49 years)) who consume alcohol,Men(15 �49 yrs),29.5
India,2015,3.6.1: People killed/injured in road accidents (similar to 11.2.2),Death Rate,11.81
India,2016,3.6.1: People killed/injured in road accidents (similar to 11.2.2),Death Rate,11.92
India,2017,3.6.1: People killed/injured in road accidents (similar to 11.2.2),Death Rate,11.65
India,2018,3.6.1: People killed/injured in road accidents (similar to 11.2.2),Death Rate,11.54
India,2019,3.6.1: People killed/injured in road accidents (similar to 11.2.2),Death Rate,11.42
India,2015,3.6.1: People killed/injured in road accidents (similar to 11.2.2),Injury Rate,38.31
India,2016,3.6.1: People killed/injured in road accidents (similar to 11.2.2),Injury Rate,38.11
India,2017,3.6.1: People killed/injured in road accidents (similar to 11.2.2),Injury Rate,35.41
India,2018,3.6.1: People killed/injured in road accidents (similar to 11.2.2),Injury Rate,33.74
India,2019,3.6.1: People killed/injured in road accidents (similar to 11.2.2),Injury Rate,33.38
India,2015-16,3.7.1: Percentage of currently married women aged 15-49 years who have their need for family planning satisfied with modern methods,Total,71.9
India,2015,"3.7.2: Adolescent birth rate (aged 15�19 years) per 1,000 women in that age group",Total,11.1
India,2016,"3.7.2: Adolescent birth rate (aged 15�19 years) per 1,000 women in that age group",Total,10.7
India,2017,"3.7.2: Adolescent birth rate (aged 15�19 years) per 1,000 women in that age group",Total,13
India,2018,"3.7.2: Adolescent birth rate (aged 15�19 years) per 1,000 women in that age group",Total,12.2
India,2015-16,3.7.3: Percentage of institutional births (period for 5 years/1 year),1 year,82.6
India,2015-16,3.7.3: Percentage of institutional births (period for 5 years/1 year),5 year,78.9
India,2015-16,3.7.4: Percentage of currently married women (15-49 years) who use any modern family planning methods (similar to Indicator 3.8.1 and 5.6.1)),Total,47.7
India,2015-16,3.7.5: Percentage of women aged 15-19 years who were already mothers or pregnant,Total,7.9
India,2015-16,3.8.1: Percentage of currently married women (15-49 years) who use any modern family planning methods (similar to Indicator 3.7.4 and 5.6.1)),Total,47.7
India,2017-18,3.8.2: Proportion of population with large household expenditures on health as a share of total household expenditure or income,Total > 10%,4.48
India,2017-18,3.8.2: Proportion of population with large household expenditures on health as a share of total household expenditure or income,Total > 25%,1.57
India,2015-16,3.8.3: Percentage of people living with HIV currently receiving ART among the detected number of adults and children living with HIV,Total,62
India,2017-18,3.8.3: Percentage of people living with HIV currently receiving ART among the detected number of adults and children living with HIV,Total,70
India,2018-19,3.8.3: Percentage of people living with HIV currently receiving ART among the detected number of adults and children living with HIV,Total,82
India,2019-20,3.8.3: Percentage of people living with HIV currently receiving ART among the detected number of adults and children living with HIV,Total,84
India,2015-16,"3.8.4: Prevalence of hypertension among men and women age 15- 49 years, 2015-16 (in percentage)",Female,14.8
India,2015-16,"3.8.4: Prevalence of hypertension among men and women age 15- 49 years, 2015-16 (in percentage)",Male,11
India,2015-16,"3.8.5: Percentage of population in age group 15- 49 who reported sought treatment out of total population in that age group having diabetes, 2015-16",Female,81.3
India,2015-16,"3.8.5: Percentage of population in age group 15- 49 who reported sought treatment out of total population in that age group having diabetes, 2015-17",Male,72.5
India,2015-16,3.8.6: Percentage of women age 15-49 who have ever undergone Cervix examinations,Total,22.3
India,2015,3.8.7: Percentage of TB cases successfully treated (cured plus treatment completed) among TB cases notified to the national health authorities during a specified period,Total,67
India,2017,3.8.7: Percentage of TB cases successfully treated (cured plus treatment completed) among TB cases notified to the national health authorities during a specified period,Total,65.25
India,2019,3.8.7: Percentage of TB cases successfully treated (cured plus treatment completed) among TB cases notified to the national health authorities during a specified period,Total,81
India,2015,"3.8.8: Total physicians, nurses and midwives per 10,000 population (similar to Indicator 3.c.1)",Total,35.8
India,2016,"3.8.8: Total physicians, nurses and midwives per 10,000 population (similar to Indicator 3.c.1)",Total,36.4
India,2017,"3.8.8: Total physicians, nurses and midwives per 10,000 population (similar to Indicator 3.c.1)",Total,37.6
India,2018,"3.8.8: Total physicians, nurses and midwives per 10,000 population (similar to Indicator 3.c.1)",Total,31.27
India,2020,"3.8.8: Total physicians, nurses and midwives per 10,000 population (similar to Indicator 3.c.1)",Total,31.3
India,2015-16,3.9.2: Proportion of men and women reporting Asthma in the age group 15-49 years,Female,1.9
India,2015-16,3.9.2: Proportion of men and women reporting Asthma in the age group 15-49 years,Male,1.2
India,2015,3.9.3: Mortality rate attributed to unintentional poisoning,Total,2.08
India,2016,3.9.3: Mortality rate attributed to unintentional poisoning,Total,1.81
India,2017,3.9.3: Mortality rate attributed to unintentional poisoning,Total,1.61
India,2018,3.9.3: Mortality rate attributed to unintentional poisoning,Total,1.64
India,2019,3.9.3: Mortality rate attributed to unintentional poisoning,Total,1.58
India,2016-17,3.a.1: Percentage of adults 15 years and above with use of any kind of tobacco (smoking and smokeless),Total,28.6
India,2015-16,"3.b.1: Percentage of children aged 12-23 months fully immunized (BCG, Measles and three doses of Pentavalent vaccine), 2015-16",Total,62
India,2015-16,3.b.2: Budgetary allocation for Department of Health Research,Total,1018.17
India,2016-17,3.b.2: Budgetary allocation for Department of Health Research,Total,1144.8
India,2017-18,3.b.2: Budgetary allocation for Department of Health Research,Total,1500
India,2018-19,3.b.2: Budgetary allocation for Department of Health Research,Total,1800
India,2019-20,3.b.2: Budgetary allocation for Department of Health Research,Total,1900
India,2020-21,3.b.2: Budgetary allocation for Department of Health Research,Total,2100
India,2015,"3.c.1: Total physicians, nurses and midwives per 10,000 population (similar to Indicator 3.8.8)",Total,35.8
India,2016,"3.c.1: Total physicians, nurses and midwives per 10,000 population (similar to Indicator 3.8.8)",Total,36.4
India,2017,"3.c.1: Total physicians, nurses and midwives per 10,000 population (similar to Indicator 3.8.8)",Total,37.6
India,2018,"3.c.1: Total physicians, nurses and midwives per 10,000 population (similar to Indicator 3.8.8)",Total,31.27
India,2020,"3.c.1: Total physicians, nurses and midwives per 10,000 population (similar to Indicator 3.8.8)",Total,31.3
India,2015-16,3.c.2: Percentage of government spending (including current and capital expenditure) in health sector to GDP,Total,1.19
India,2016-17,3.c.2: Percentage of government spending (including current and capital expenditure) in health sector to GDP,Total,1.18
India,2017-18,3.c.2: Percentage of government spending (including current and capital expenditure) in health sector to GDP,Total,1.24
India,2018-19,3.c.2: Percentage of government spending (including current and capital expenditure) in health sector to GDP,Total,1.25
India,2019-20,3.c.2: Percentage of government spending (including current and capital expenditure) in health sector to GDP,Total,1.34
India,2018,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C1 Legislation and Financing,80
India,2019,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C1 Legislation and Financing,80
India,2018,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C2 IHR Coordination and National IHR Focal Point Functions,90
India,2019,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C2 IHR Coordination and National IHR Focal Point Functions,90
India,2018,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C3 Zoonotic Events and the Human�animal Interface,60
India,2019,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C3 Zoonotic Events and the Human�animal Interface,60
India,2018,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C4 Food Safety,60
India,2019,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C4 Food Safety,60
India,2018,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C5 Laboratory,47
India,2019,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C5 Laboratory,67
India,2018,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C6 Surveillance,100
India,2019,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C6 Surveillance,100
India,2018,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C7 Human Resources,100
India,2019,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C7 Human Resources,100
India,2018,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C8 National Health Emergency Framework,67
India,2019,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C8 National Health Emergency Framework,80
India,2018,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C9 Health Service Provision,33
India,2019,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C9 Health Service Provision,33
India,2018,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C10 Risk Communication,80
India,2019,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C10 Risk Communication,80
India,2018,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C11 Points of Entry,80
India,2019,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C11 Points of Entry,80
India,2018,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C12 Chemical Events,80
India,2019,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C12 Chemical Events,80
India,2018,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C13 Radiation Emergencies,100
India,2019,3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,C13 Radiation Emergencies,100
India,2017-18,"4.1.1: Percentage of students in grade 3, 5, 8 and 10 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades",Language (Class-3),90.29
India,2017-18,"4.1.1: Percentage of students in grade 3, 5, 8 and 10 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades",Language (Class-5),85.55
India,2017-18,"4.1.1: Percentage of students in grade 3, 5, 8 and 10 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades",Language (Class-8),82.82
India,2017-18,"4.1.1: Percentage of students in grade 3, 5, 8 and 10 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades",Maths (Class-3),88.69
India,2017-18,"4.1.1: Percentage of students in grade 3, 5, 8 and 10 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades",Maths (Class-5),79.81
India,2017-18,"4.1.1: Percentage of students in grade 3, 5, 8 and 10 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades",Maths (Class-8),60.93
India,2015-16,"4.1.2: Gross Intake Ratio to the last grade (primary, upper primary and secondary)",Grade 5,97.59
India,2016-17,"4.1.2: Gross Intake Ratio to the last grade (primary, upper primary and secondary)",Grade 5,97.58
India,2017-18,"4.1.2: Gross Intake Ratio to the last grade (primary, upper primary and secondary)",Grade 5,96.85
India,2018-19,"4.1.2: Gross Intake Ratio to the last grade (primary, upper primary and secondary)",Grade 5,96.53
India,2015-16,"4.1.2: Gross Intake Ratio to the last grade (primary, upper primary and secondary)",Grade 8,98.58
India,2016-17,"4.1.2: Gross Intake Ratio to the last grade (primary, upper primary and secondary)",Grade 8,98.85
India,2017-18,"4.1.2: Gross Intake Ratio to the last grade (primary, upper primary and secondary)",Grade 8,97.64
India,2018-19,"4.1.2: Gross Intake Ratio to the last grade (primary, upper primary and secondary)",Grade 8,97.18
India,2015-16,"4.1.2: Gross Intake Ratio to the last grade (primary, upper primary and secondary)",Grade 10,80.44
India,2016-17,"4.1.2: Gross Intake Ratio to the last grade (primary, upper primary and secondary)",Grade 10,80.39
India,2017-18,"4.1.2: Gross Intake Ratio to the last grade (primary, upper primary and secondary)",Grade 10,75.33
India,2018-19,"4.1.2: Gross Intake Ratio to the last grade (primary, upper primary and secondary)",Grade 10,77.58
India,2015-16,4.1.3: Gross Enrolment Rate(GER) in higher secondary education,Total,48.32
India,2016-17,4.1.3: Gross Enrolment Rate(GER) in higher secondary education,Total,43.77
India,2017-18,4.1.3: Gross Enrolment Rate(GER) in higher secondary education,Total,48.13
India,2018-19,4.1.3: Gross Enrolment Rate(GER) in higher secondary education,Total,50.14
India,2015-16,4.1.4: Net Enrolment Rate(NER) in primary and upper primary education,Primary,94.11
India,2016-17,4.1.4: Net Enrolment Rate(NER) in primary and upper primary education,Primary,91.31
India,2017-18,4.1.4: Net Enrolment Rate(NER) in primary and upper primary education,Primary,89.21
India,2018-19,4.1.4: Net Enrolment Rate(NER) in primary and upper primary education,Primary,89.14
India,2015-16,4.1.4: Net Enrolment Rate(NER) in primary and upper primary education,Upper Primary,72.02
India,2016-17,4.1.4: Net Enrolment Rate(NER) in primary and upper primary education,Upper Primary,70.71
India,2017-18,4.1.4: Net Enrolment Rate(NER) in primary and upper primary education,Upper Primary,71.14
India,2018-19,4.1.4: Net Enrolment Rate(NER) in primary and upper primary education,Upper Primary,68.99
India,2015-16,"4.1.5: Adjusted Net Enrolment Rate(ANER) in primary, upper primary and secondary education",Primary,98.79
India,2016-17,"4.1.5: Adjusted Net Enrolment Rate(ANER) in primary, upper primary and secondary education",Primary,96.08
India,2017-18,"4.1.5: Adjusted Net Enrolment Rate(ANER) in primary, upper primary and secondary education",Primary,94.34
India,2018-19,"4.1.5: Adjusted Net Enrolment Rate(ANER) in primary, upper primary and secondary education",Primary,93.6
India,2015-16,"4.1.5: Adjusted Net Enrolment Rate(ANER) in primary, upper primary and secondary education",Upper Primary,81.29
India,2016-17,"4.1.5: Adjusted Net Enrolment Rate(ANER) in primary, upper primary and secondary education",Upper Primary,79.66
India,2017-18,"4.1.5: Adjusted Net Enrolment Rate(ANER) in primary, upper primary and secondary education",Upper Primary,80.3
India,2018-19,"4.1.5: Adjusted Net Enrolment Rate(ANER) in primary, upper primary and secondary education",Upper Primary,76.97
India,2015-16,"4.1.5: Adjusted Net Enrolment Rate(ANER) in primary, upper primary and secondary education",Secondary,58.35
India,2016-17,"4.1.5: Adjusted Net Enrolment Rate(ANER) in primary, upper primary and secondary education",Secondary,58.03
India,2017-18,"4.1.5: Adjusted Net Enrolment Rate(ANER) in primary, upper primary and secondary education",Secondary,59.36
India,2018-19,"4.1.5: Adjusted Net Enrolment Rate(ANER) in primary, upper primary and secondary education",Secondary,55.64
India,2017-18,4.1.6: Proportion of students enrolled in Grade 1 who reaches last grade or primary/upper primary/secondary levels,Total- Primary (I-V),86.58
India,2018-19,4.1.6: Proportion of students enrolled in Grade 1 who reaches last grade or primary/upper primary/secondary levels,Total- Primary (I-V),86.78
India,2017-18,4.1.6: Proportion of students enrolled in Grade 1 who reaches last grade or primary/upper primary/secondary levels,Total- Upper Primary (VI-VIII) ,71.41
India,2018-19,4.1.6: Proportion of students enrolled in Grade 1 who reaches last grade or primary/upper primary/secondary levels,Total- Upper Primary (VI-VIII) ,71.58
India,2017-18,4.1.6: Proportion of students enrolled in Grade 1 who reaches last grade or primary/upper primary/secondary levels,Total- Secondary (IX-X),59.38
India,2018-19,4.1.6: Proportion of students enrolled in Grade 1 who reaches last grade or primary/upper primary/secondary levels,Total- Secondary (IX-X),59.9
India,2015-16,4.1.7: Number of years (i) free and (ii) compulsory education guaranteed in legal frameworks,Free,8
India,2015-16,4.1.7: Number of years (i) free and (ii) compulsory education guaranteed in legal frameworks,Compulsory,8
India,2018-19,4.2.1: Gross early childhood education enrolment ratio,Total,51.3
India,2019-20,4.2.1: Gross early childhood education enrolment ratio,Total,49.8
India,2018-19,4.2.2: Participation rate in organized learning one year before official primary entry,Total,41.34
India,2019-20,4.2.2: Participation rate in organized learning one year before official primary entry,Total,51.03
India,2015-16,"4.3.2: Proportion of male-female enrolled in higher education, technical and vocational education",Higher Education,1.01
India,2015-16,4.3.3: Gross enrolment ratio for tertiary education,Tertiary Education,24.48
India,2016-17,4.3.3: Gross enrolment ratio for tertiary education,Tertiary Education,25.2
India,2017-18,4.3.3: Gross enrolment ratio for tertiary education,Tertiary Education,25.8
India,2018-19,4.3.3: Gross enrolment ratio for tertiary education,Tertiary Education,26.3
India,2019-20,4.3.3: Gross enrolment ratio for tertiary education,Tertiary Education,27.08
India,2015-16,4.5.1: Gender Parity Indices (GPI) for primary/secondary/higher secondary/tertiary education,Primary,1.03
India,2016-17,4.5.1: Gender Parity Indices (GPI) for primary/secondary/higher secondary/tertiary education,Primary,1.02
India,2017-18,4.5.1: Gender Parity Indices (GPI) for primary/secondary/higher secondary/tertiary education,Primary,1.02
India,2015-16,4.5.1: Gender Parity Indices (GPI) for primary/secondary/higher secondary/tertiary education,Secondary,1.02
India,2016-17,4.5.1: Gender Parity Indices (GPI) for primary/secondary/higher secondary/tertiary education,Secondary,1.02
India,2017-18,4.5.1: Gender Parity Indices (GPI) for primary/secondary/higher secondary/tertiary education,Secondary,1.1
India,2015-16,4.5.1: Gender Parity Indices (GPI) for primary/secondary/higher secondary/tertiary education,Higher Secondary,1.02
India,2016-17,4.5.1: Gender Parity Indices (GPI) for primary/secondary/higher secondary/tertiary education,Higher Secondary,1.02
India,2017-18,4.5.1: Gender Parity Indices (GPI) for primary/secondary/higher secondary/tertiary education,Higher Secondary,1.02
India,2018-19,4.5.1: Gender Parity Indices (GPI) for primary/secondary/higher secondary/tertiary education,Higher Secondary,1.02
India,2015-16,4.5.1: Gender Parity Indices (GPI) for primary/secondary/higher secondary/tertiary education,Tertiary Education,0.92
India,2016-17,4.5.1: Gender Parity Indices (GPI) for primary/secondary/higher secondary/tertiary education,Tertiary Education,0.94
India,2017-18,4.5.1: Gender Parity Indices (GPI) for primary/secondary/higher secondary/tertiary education,Tertiary Education,0.97
India,2018-19,4.5.1: Gender Parity Indices (GPI) for primary/secondary/higher secondary/tertiary education,Tertiary Education,1
India,2015-16,4.5.2: Enrolment ratio of children with disabilities,Primary,1.18
India,2016-17,4.5.2: Enrolment ratio of children with disabilities,Primary,1.09
India,2017-18,4.5.2: Enrolment ratio of children with disabilities,Primary,1.05
India,2018-19,4.5.2: Enrolment ratio of children with disabilities,Primary,0.95
India,2015-16,4.5.2: Enrolment ratio of children with disabilities,Upper Primary,1.13
India,2016-17,4.5.2: Enrolment ratio of children with disabilities,Upper Primary,1.13
India,2017-18,4.5.2: Enrolment ratio of children with disabilities,Upper Primary,1.14
India,2018-19,4.5.2: Enrolment ratio of children with disabilities,Upper Primary,1.01
India,2015-16,4.5.2: Enrolment ratio of children with disabilities,Elementary,1.16
India,2016-17,4.5.2: Enrolment ratio of children with disabilities,Elementary,1.1
India,2017-18,4.5.2: Enrolment ratio of children with disabilities,Elementary,1.08
India,2018-19,4.5.2: Enrolment ratio of children with disabilities,Elementary,0.97
India,2015-16,4.5.2: Enrolment ratio of children with disabilities,Secondary,0.56
India,2016-17,4.5.2: Enrolment ratio of children with disabilities,Secondary,0.56
India,2017-18,4.5.2: Enrolment ratio of children with disabilities,Secondary,0.62
India,2018-19,4.5.2: Enrolment ratio of children with disabilities,Secondary,0.65
India,2015-16,4.5.2: Enrolment ratio of children with disabilities,Higher Secondary,0.25
India,2016-17,4.5.2: Enrolment ratio of children with disabilities,Higher Secondary,0.28
India,2017-18,4.5.2: Enrolment ratio of children with disabilities,Higher Secondary,0.31
India,2018-19,4.5.2: Enrolment ratio of children with disabilities,Higher Secondary,0.31
India,2011,4.6.1: Literacy rate of youth in the age group of 15-24 years,Total,86.14
India,2020,4.7.1: Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in (a) national education policies; (b) curricula; (c) teacher education; and (d) student assessment (similar to 12.8.1 and 13.3.1),Policy,1
India,2020,4.7.1: Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in (a) national education policies; (b) curricula; (c) teacher education; and (d) student assessment (similar to 12.8.1 and 13.3.1),Curricular,0.92
India,2020,4.7.1: Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in (a) national education policies; (b) curricula; (c) teacher education; and (d) student assessment (similar to 12.8.1 and 13.3.1),Teacher Education,0.95
India,2020,4.7.1: Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in (a) national education policies; (b) curricula; (c) teacher education; and (d) student assessment (similar to 12.8.1 and 13.3.1),Student Assessment,1
India,2015-16,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Electricity,58.55
India,2016-17,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Electricity,60.81
India,2017-18,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Electricity,63.06
India,2018-19,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Electricity,73.86
India,2015-16,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Computers for pedagogical purposes,27.31
India,2016-17,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Computers for pedagogical purposes,28.24
India,2017-18,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Computers for pedagogical purposes,31.25
India,2018-19,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Computers for pedagogical purposes,32.66
India,2015-16,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Adapted infrastructure and materials for students with disabilities/disabled friendly  Toilets,19.79
